CUSIP,Offer date,Company name,Ticker,Founding,PERM,VC dummy,Rollup,Dual,Post-issue shares,Internet
25387W109,19961220,Digitale Telekabel,DTAGY,-99,84303,0,0,0,.,0
320795107,19961220,First Mariner Bancorp,FMAR,1994,84309,0,0,0,.,0
371926106,19961220,Genetic Vectors,GVEC,-99,.,0,0,0,.,0
649487105,19961220,New York Health Care,NYHC,-99,84323,0,0,0,.,0
878190107,19961220,TearDrop Golf,TDRP,-99,84335,0,0,0,.,0
866942105,19970109,Sun Hydraulics Corp,SNHY,1970,84438,0,0,0,.,0
G04450105,19970113,Aramex International Limited,ARMX,1982,84407,0,0,0,.,0
928450105,19970116,Vita Food Products Inc,VSF,-99,84784,0,0,0,.,0
278858105,19970117,Eco Soil Systems Inc,ESSI,1987,84422,1,0,0,.,0
42220T102,19970117,Healthdesk Corp,HDSK,1992,84424,1,0,0,.,0
270322100,19970121,EarthLink Network Inc,ELNK,1994,84418,1,0,0,.,0
032103103,19970122,Amplidyne Inc,AMPD,-99,84405,0,0,0,.,0
12512W105,19970122,CD Warehouse Inc,CDWI,1996,84412,0,0,0,.,0
M40184109,19970122,Eltek Ltd,ELTK,1970,84419,0,0,0,.,0
699071106,19970122,Paradise Music & Entertainment,PDSE,-99,84433,0,0,0,.,0
784110108,19970122,SEEC Inc,SEEC,1988,84436,0,0,0,.,0
89363A101,19970122,Transcrypt International Inc,TRII,1978,84441,0,0,0,.,0
749413100,19970123,RDO Equipment Co,RDO,1968,84394,0,0,1,12550000,0
29271T206,19970124,Energy Search Inc,EGAS,-99,84803,0,0,0,.,0
84476R109,19970127,"Southwest Bancorporation, TX",SWBT,-99,84439,0,0,0,.,0
007094105,19970128,Administaff Inc,ASF,1986,84385,2,0,0,.,0
030732101,19970128,AmerUs Life Holdings Inc,AMRS,1896,84406,0,0,1,22206596,0
193068103,19970128,Coldwater Creek Inc,CWTR,1983,84416,0,0,0,.,0
222116105,19970128,Coulter Pharmaceuticals Inc,CLTR,1995,84414,1,0,0,.,0
58497410,19970128,Medirisk Inc,MDMD,1983,84427,1,0,0,.,0
58445P105,19970129,Medialink Worldwide Inc,MDLK,1986,84426,1,0,0,.,0
59162P104,19970129,Metro Information Services Inc,MISI,1979,84428,0,0,0,.,0
632528105,19970129,National Auto Finance Company,NAFI,1994,84430,0,0,0,.,0
719320103,19970129,Photoelectron Corp,PECX,1989,84434,0,0,0,.,0
78402P104,19970129,SCPIE Holdings Inc,SKP,1991,84395,0,0,0,.,0
879788107,19970129,Template Software Inc,TMPL,1978,84440,0,0,0,.,0
157085101,19970130,Cerus Corp,CERS,1991,84413,1,0,0,.,0
,19970130,Doncasters plc,DCS,-99,84388,0,0,1,0,0
26881Q101,19970130,EPIX Medical Inc,EPIX,1988,84420,1,0,0,.,0
437608102,19970130,HomeSide Inc,HSL,1991,84391,0,0,1,42175792,0
58461C103,19970130,Medical Manager Corp,MMGR,1982,84429,0,1,0,.,0
65334P104,19970130,NHancement Technologies Inc,NHAN,-99,84432,1,0,0,.,0
89618L100,19970130,Trigon Healthcare Inc,TGH,1935,84396,0,0,1,39975024,0
M26763108,19970131,Crystal Systems Solutions Ltd,CRYS,1987,84415,0,0,0,.,0
16937R104,19970202,China Eastern Airlines Corp,CEA,1988,84576,0,0,0,.,0
09065Q105,19970203,Biora AB,BIORY,-99,84512,0,0,0,.,0
285798101,19970203,Electronic Processing Inc,EPIQ,1988,84531,0,0,0,.,0
29481R107,19970203,ErgoBilt Inc,ERGB,1995,84421,0,0,0,.,0
669954109,19970203,NovAtel Inc,NGPS,1978,84552,0,0,0,.,0
740568100,19970203,Premier Research Worldwide Inc,PRWW,1977,84559,0,0,0,.,0
91879Q109,19970203,Vail Resorts Inc,MTN,1980,84588,0,0,0,.,0
00253U107,19970204,Aastrom Biosciences Inc,ASTM,1989,84511,1,0,0,.,0
17273730,19970204,CarMax Group,KMX,1956,84577,0,0,0,.,0
62544410,19970204,Multimedia Access Corp,MMAC,-99,84547,0,0,0,.,0
117394106,19970205,Brunswick Technologies Inc,BTIC,1984,84589,1,0,0,.,0
253855100,19970205,Digital Lightwave Inc,DIGL,1990,84525,0,0,0,.,0
739908101,19970205,Preferred Employers Holdings,PEGI,1988,84556,0,0,0,.,0
98871Q102,19970205,Yurie Systems Inc,YURI,1992,84570,0,0,0,.,0
35100E104,19970206,Four Seasons Hotels Inc,FS,1989,84592,0,0,0,.,0
G5299G106,19970206,Knightsbridge Tankers Ltd,VLCCF,1996,84566,0,0,0,.,0
84748M102,19970206,Specialty Care Network Inc,SCNI,1996,84562,0,0,0,.,0
171779101,19970207,CIENA Corp,CIEN,1992,84519,1,0,0,.,0
350872107,19970207,Four Media Company,FOUR,1993,84535,0,1,0,.,0
369147103,19970207,General Bearing Corp,GNRL,1958,84536,0,0,0,.,0
746371103,19970207,Puro Water Group Inc,HHO,1994,84583,0,1,0,.,0
19034H102,19970210,Coast Dental Services Inc,CDEN,1992,84517,0,1,0,.,0
63934Q101,19970210,NAVIDEC Inc,NVDC,1993,84553,0,0,0,.,1
20363C102,19970211,"Community Capital, Greenwood",CYL,1989,84578,0,0,0,.,0
37935E200,19970211,Global Med Technologies Inc,GLOB,-99,84615,0,0,0,.,0
428206106,19970211,Heuristic Development Group,IFIT,-99,84540,0,0,0,.,0
453407108,19970211,Independence Brewing Co,IBCO,1994,84539,1,0,0,.,0
090945106,19970212,Biosite Diagnostics,BSTE,1988,84514,1,0,0,.,0
090883109,19970212,Birman Managed Care Inc,BMAN,1994,84513,0,0,0,.,0
237015102,19970212,DAOU Systems Inc,DAOU,1986,84523,1,0,0,.,0
743164105,19970212,Profile Technology Inc,PRTK,1995,84572,0,0,0,.,0
747586105,19970212,Qualix Group Inc,QLIX,1990,84560,1,0,0,.,0
75025N102,19970212,Radiant Systems Inc,RADS,1985,84561,1,0,0,.,0
951018100,19970212,Wesley Jessen,WJCO,1946,84569,0,0,0,.,0
007534100,19970213,Advanced Electronic Support,AESP,1983,84509,0,0,0,.,0
37245B102,19970213,Gentle Dental Service Corp,GNTL,1991,84537,2,1,0,.,0
827048109,19970213,Silgan Holdings Inc,SLGN,1987,84563,0,0,0,.,0
452360100,19970214,ILOG SA,ILOGY,-99,84542,1,0,0,.,0
481271104,19970214,Judge Group Inc,JUDG,1970,84545,0,0,0,.,0
78386P104,19970214,SAC Technologies Inc,SACM,1993,84757,0,0,0,.,0
87305U10,19970214,TTR Inc,TTRF,1994,88745,0,.,0,.,0
59500W100,19970218,Micro Therapeutics Inc,MTIX,1993,84549,1,0,0,.,0
917916108,19970218,VDI Media,VDIM,1990,84565,0,0,0,.,0
037945102,19970219,Apex PC Solutions Inc,APEX,1990,84510,1,0,0,.,0
20452H103,19970219,Complete Wellness Centers Inc,CMWL,-99,84520,1,0,0,.,0
117661108,19970220,Brylane Inc,BYL,1924,84573,0,0,0,.,0
451923106,19970220,ILEX Oncology Inc,ILXO,1994,84543,1,0,0,.,0
592142111,19970220,Metropolitan Health Networks,MDPA,1996,84546,0,1,0,.,0
690213103,19970221,Overland Data Inc,OVRL,1980,84555,1,0,0,.,0
902966100,19970221,US Rentals Inc,USR,1987,84587,0,0,0,.,0
59451T106,19970224,Michigan Heritage Bancorp Inc,,-99,.,0,0,0,.,0
24785A108,19970225,Deltek Systems Inc,DLTK,1983,84526,0,0,0,.,0
279862106,19970225,Edge Petroleum Corp,EPEX,1982,84530,0,0,0,.,0
46206P109,19970225,IONA Technologies,IONAY,-99,84544,0,0,0,.,0
84741Y103,19970225,Special Metals Corp,SMCX,1952,84564,0,0,0,.,0
62872G109,19970226,NACT Telecommunications(GST),NACT,1982,84551,0,0,0,.,0
868350108,19970226,Superior Supplements Inc,,-99,.,0,0,0,.,0
29665W104,19970227,Esprit Telecom Group PLC,ESPRY,-99,84533,0,0,0,.,0
31865W108,19970227,First Aviation Services Inc,FAVS,1995,84534,0,1,0,.,0
92839P108,19970227,Vistana Inc,VSTN,1980,84568,0,0,0,.,0
36933P100,19970228,General Cigar Holdings Inc,MPP,1906,84580,0,0,1,26087182,0
589413103,19970228,Mercury Waste Solutions Inc,MWSI,1995,84550,0,0,0,.,0
03072H109,19970303,AmeriTrade Holding Corp,AMTD,1971,84597,0,0,1,14513823,0
356616102,19970303,Freepages Group PLC,FREEY,-99,84611,0,0,0,.,0
05366P101,19970304,Aviation Distributors Inc,ADIN,1988,84594,0,0,0,.,0
769648106,19970304,Riviera Tool Co,RTC,1988,84649,0,0,0,.,0
989597109,19970304,Zindart Industrial Co Ltd,ZNDTY,1978,84638,0,0,0,.,0
20452F107,19970305,Complete Business Solutions,CBSL,1985,84599,0,0,0,.,0
638612101,19970305,Nationwide Financial Services,NFS,1976,84644,0,0,1,125285000,0
290846104,19970306,Emcore Corp,EMKR,1984,84607,1,0,0,.,0
298736109,19970306,Euronet Services Inc,EEFT,1994,84606,0,0,0,.,0
00207M102,19970307,ATL Products Inc,ATLPA,1990,84598,0,0,1,9655000,0
500648100,19970307,Kos Pharmaceuticals Inc,KOSP,1988,84620,0,0,0,.,0
729272104,19970310,Pluma Inc,PLU,1986,84645,0,0,0,.,0
75144Q101,19970310,Ramco Energy PLC,RCO,-99,84646,0,0,0,.,0
86210Y100,19970311,Storage Dimensions Inc,STDM,1992,84631,0,0,0,.,0
89149V106,19970311,Total Control Products Inc,TCPS,1982,84632,0,0,0,.,0
555904101,19970312,Macrovision Corp,MVSN,1983,84624,0,0,0,.,0
74342L105,19970312,ProMedCo Management Company,PMCO,1994,84628,2,1,0,.,0
750085102,19970312,Racom Systems,RCOM,-99,84630,0,0,0,.,0
883430100,19970312,Thermacell Technologies Inc,VCLL,-99,84635,0,0,0,.,0
402040109,19970313,Guitar Center Inc,GTRC,1964,84616,0,0,0,.,0
640497103,19970313,NeoMagic Corp,NMGC,1993,84625,1,0,0,.,0
G32030101,19970314,Euro Tech Holdings Company Ltd,CLWTF,1971,84601,0,0,0,.,0
19564H100,19970317,Colonial Downs Holdings Inc,CDWN,1993,84600,0,0,1,7250000,0
292962107,19970319,Endocardial Solutions Inc,ECSI,1992,84605,1,0,0,.,0
31659P103,19970319,Fieldworks Inc,FWRX,1992,84612,1,0,0,.,0
372299107,19970320,Genisys Reservation Systems,GENS,1986,84613,0,0,0,.,0
476142104,19970320,Jenna Lane Inc,JLNY,-99,84619,0,0,0,.,0
681969101,19970320,Omniquip International Inc,OMQP,1956,84626,0,0,0,.,0
696368109,19970320,PalEx Inc,PALX,1996,84627,0,1,0,.,0
718934102,19970320,Physicians Specialty Corp,ENTS,1996,84609,0,1,0,.,0
150934107,19970321,Cell Therapeutics Inc,CTIC,1991,84604,1,0,0,.,0
460915200,19970324,Intrawest Corp,IDR,1979,84640,0,0,0,.,0
407013101,19970325,Hamilton Bancorp,HABK,-99,87200,0,0,0,.,0
G0535E106,19970326,Asia Pacific Wire & Cable Corp,AWC,1985,84650,0,0,0,.,0
N19808109,19970326,Chicago Bridge and Iron Co NV,CBI,1889,84651,0,0,0,.,0
449202100,19970326,IAT Multimedia Inc,IATA,1996,84617,0,0,0,.,0
001296102,19970327,AHL Services Inc,AHLS,1979,84595,0,0,0,.,0
202909107,19970403,Commodore Separation Tech,CXOT,-99,84726,0,0,0,.,0
402307102,19970403,Gulf Island Fabrication Inc,GIFI,1985,84737,0,0,0,.,0
674421102,19970403,Objective Communication Inc,OCOM,1993,84752,1,0,0,.,0
268745106,19970407,e-NET Inc,ETEL,1995,84731,0,0,0,.,1
65332P106,19970408,Nexar Technologies Inc,NEXR,1995,84747,0,0,0,.,0
71366Q101,19970408,Peregrine Systems Inc,PRGN,1981,84755,1,0,0,.,0
583062104,19970409,Meade Instruments Corp,MEAD,1972,84746,0,0,0,.,0
809136104,19970409,Scoop Inc,SCPI,1990,84758,0,0,0,.,0
073325102,19970410,BEA Systems Inc,BEAS,1995,84721,2,1,0,.,0
359250107,19970410,Frost Hanna Capital Group Inc,,-99,.,0,0,0,.,0
919792101,19970410,Valley National Gases Inc,VNGI,1958,84763,0,1,0,.,0
00430P104,19970411,AccelGraphics Inc,ACCL,1994,84718,1,0,0,.,0
874054109,19970414,Take-Two Interactive Software,TTWO,1993,84761,0,0,0,.,0
00206F108,19970415,ASI Solutions Inc,ASIS,1978,84720,0,0,0,.,0
243662103,19970416,DeCrane Aircraft Holdings Inc,DAHX,1989,84728,2,1,0,.,0
963278106,19970416,Wheels Sports Group Inc,WHEL,-99,84765,0,0,0,.,0
23321U107,19970417,D.G. Jewellery of Canada Ltd,DGJLF,1979,84729,0,0,0,.,0
297025108,19970417,Essex International,SXC,1930,84662,0,0,0,.,0
682838107,19970417,ONSALE Inc,ONSL,1994,84753,1,0,0,.,1
265764100,19970421,Dunn Computer Corporation,DNCC,1987,84730,0,0,0,.,0
383486107,19970423,Go2Net Inc,GNET,1996,85722,0,0,0,.,1
428040109,19970424,Hertz Corp,HRZ,1923,84663,0,0,1,108267000,0
91335U108,19970424,Univec Inc,UNVC,-99,84762,0,0,0,.,0
09064Q106,19970425,Bionx Implants Inc,BINX,1955,84722,1,0,0,.,0
369451109,19970425,General Credit Corp,LOAN,-99,84745,0,0,0,.,0
542446109,19970428,Long Beach Financial,LBFC,1988,84744,0,0,0,.,0
459337101,19970429,International CompuTex Inc,ICIQ,1991,84741,0,0,0,.,0
016628109,19970430,All Communications Corporation,,-99,.,0,0,0,.,0
25608A100,19970430,DOCdata(Koninklijke Begemann),DOCD,1988,84800,2,0,0,.,0
337930101,19970430,Flagstar Bancorp Inc,FLGS,1993,84734,0,0,0,.,0
948603105,19970430,Weider Nutrition International,WNI,1940,84785,0,0,1,22845036,0
112462106,19970501,Brookdale Living Communities,BLCI,1981,84793,0,1,0,.,0
23333L103,19970502,DTM Corp,DTMC,1987,84802,0,0,0,.,0
568278105,19970502,Marine Management Systems Inc,MMSY,1969,84818,0,0,0,.,0
43738N108,19970506,HomeCom Communications Inc,HCOM,1994,84810,0,0,0,.,0
486605108,19970506,Kaynar Technologies Inc,KTIC,1943,84815,0,0,0,.,0
481138105,19970507,Journal Register Co,JRC,1901,84779,0,0,0,.,0
109178103,19970508,Brigham Exploration Co,BEXP,1990,84792,1,0,0,.,0
901860205,19970509,2Connect Express Inc,,-99,.,0,0,0,.,0
498904101,19970509,Knoll Inc,KNL,1938,84780,0,0,0,.,0
051058105,19970512,Augment Systems Inc,AUGS,1990,84791,1,0,0,.,0
001988104,19970513,ASD Group Inc,ASDG,1965,84790,0,0,0,.,0
750917106,19970513,Rambus Inc,RMBS,1990,84827,1,0,0,.,0
419883103,19970514,Hawaiian Natural Water Company,HNWC,-99,84812,0,0,0,.,0
70453T101,19970514,PC411 Inc,PCFR,-99,85200,0,0,0,.,0
023135106,19970515,Amazon.com Inc,AMZN,1994,84788,1,0,0,.,1
335944104,19970515,First Sierra Financial Inc,FSFH,1994,84805,0,1,0,.,0
369300108,19970515,General Cable Corp,GCN,1927,84776,0,0,0,.,0
501938104,19970515,LHS Group Inc,LHSG,1990,84817,1,0,0,.,0
725810204,19970516,Pivot Rules Inc,PVTR,-99,85204,0,0,0,.,0
M52523103,19970519,G Willi-Food International,WILCF,-99,84833,0,0,0,.,0
52909K108,19970519,Lexington Healthcare Group,LEXI,1995,84816,0,0,0,.,0
416592103,19970521,Hartford Life,HLI,1968,84778,0,0,1,137000096,0
42220K101,19970521,Healthcare Recoveries Inc,HCRI,1988,84811,0,0,0,.,0
M69676100,19970521,MER Telemanagement Solutions,MTSL,1995,84819,0,0,0,.,0
629077108,19970521,NEI Webworld Inc,NEIP,1993,84821,0,0,0,.,0
866078108,19970521,Summit Holding Southeast Inc,SHSE,1977,84830,0,0,0,.,0
037849106,19970522,Apple Orthodontix Inc,AOI,1996,84771,0,1,1,9371067,0
12526J108,19970527,CFI Mortgage Inc,CFIM,1989,84797,0,0,0,.,0
141750109,19970527,Carey International Inc,CARY,1979,84796,2,1,0,.,0
972463103,19970527,Wilsons The Leather Experts,WLSN,-99,84834,0,0,0,.,0
232968107,19970528,DSI Toys Inc,DSIT,1970,84801,2,0,0,.,0
04362X101,19970529,Ascent Pediatrics Inc,ASCT,1989,84789,1,0,0,.,0
64115D109,19970529,NetSpeak Corp,NSPK,1995,84823,0,0,0,.,1
783513104,19970529,Ryanair Holdings Limited,RYAAY,-99,84828,0,0,0,.,0
028913101,19970530,American Retirement Corp,ACR,1978,84768,0,1,0,.,0
037184207,19970603,AntiVirals Inc,AVII,-99,85002,1,0,0,.,0
749941100,19970603,RF Micro Devices Inc,RFMD,1991,85035,1,0,0,.,0
585493109,19970604,Melita International Corp,MELI,1979,85023,0,0,0,.,0
697934107,19970604,Pameco Corp,PCN,1988,85071,0,0,1,9358000,0
14147M106,19970605,Cardima Inc,CRDM,1992,85005,1,0,0,.,0
69364J103,19970605,PSW Technologies Inc,PSWT,1989,85031,0,0,0,.,0
828395103,19970605,Silverleaf Resorts Inc,SVR,1989,85075,0,0,0,.,0
208484113,19970606,Conserver Corp of America,RIPE,1996,85037,0,0,0,.,0
G49398103,19970609,Iridium World Communications,IRID,1991,85014,0,0,1,153219150,0
G7805C108,19970609,Santa Fe International Corp,SDC,1946,85080,0,0,0,.,0
20476A100,19970610,Compu-Dawn Inc,CODI,1983,85004,0,0,0,.,0
403926108,19970610,HTE Inc,HTEI,1981,85012,1,0,0,.,0
476909106,19970610,JetFax Inc,JTFX,1988,85018,1,0,0,.,0
704718105,19970610,Peapod Inc,PPOD,1989,85030,1,0,0,.,0
731572103,19970611,Polo Ralph Lauren Corp,RL,1968,85072,0,0,1,98503000,0
750069106,19970611,Racing Champions Inc,RACN,1989,85034,0,0,0,.,0
450920103,19970612,IWL Communications Inc,IWLC,1980,85015,0,0,0,.,0
577933104,19970612,Maximus Inc,MMS,1975,85067,0,0,0,.,0
M75252102,19970612,OptiSystems Solutions Ltd,OPTL,1982,85027,0,0,0,.,0
854923109,19970612,Star Telecommunications Inc,STRX,1993,85043,1,0,0,.,0
941058109,19970613,Waste Industries Inc,WWIN,1970,85051,0,1,0,.,0
268353109,19970616,EDP-Electricidade de Portugal,EDP,-99,85064,0,0,0,.,0
371931106,19970617,Genesys Telecommun Labs,GCTI,1990,85010,1,0,0,.,0
685929101,19970617,ORBIT/FR,ORFR,1985,85028,0,0,0,.,0
871942108,19970617,SysComm International Corp,SYCM,1987,85045,0,0,0,.,0
461147100,19970617,inTEST Corporation,INTT,1981,85013,0,0,0,.,0
001944104,19970618,ARM Financial Group Inc,ARM,1993,85055,0,1,1,23255972,0
04040A101,19970618,Aris Corp,ARSC,1990,85001,0,0,0,.,0
644312100,19970618,New Era of Networks Inc,NEON,1993,85026,1,0,0,.,0
829214105,19970618,Simulations Plus Inc,SIMU,1996,85040,0,0,0,.,0
85569C107,19970618,StarTek Inc,SRT,1987,85077,0,0,0,.,0
051920106,19970619,Aurora Biosciences Corp,ABSC,1995,84997,1,0,0,.,0
39119E105,19970619,Great Plains Software Inc,GPSI,1981,85011,1,0,0,.,0
51806K104,19970619,Laser Power Corp,LPWR,1979,85021,0,0,0,.,0
55263A103,19970619,MAS Technology Ltd,MASSY,-99,85022,0,0,0,.,0
742963101,19970619,Professional Transportation,TRUC,1990,85048,0,0,0,.,0
74975B101,19970619,RWD Technologies Inc,RWDT,1988,85038,0,0,0,.,0
59159M106,19970620,Metrika Systems Corp,MKA,1980,85069,0,0,0,.,0
G6958610,19970620,Peak International Ltd,PEAK,1997,85029,0,0,0,.,0
07725N108,19970623,Beijing Yanhua Petrochemical,BYH,1967,85057,0,0,0,.,0
257027102,19970623,Domain Energy Corporation,DXD,1992,85063,0,1,0,.,0
749121109,19970623,Qwest Communications Corp,QWST,1988,85032,0,0,0,.,0
004857108,19970624,Acorn Products Inc,ACRN,1890,84998,0,0,0,.,0
53184P101,19970624,"Life Financial Corp, CA",LFCO,1996,85020,0,0,0,.,0
748718103,19970624,Quinenco SA,LQ,-99,85074,0,0,0,.,0
805630100,19970624,Saxton Inc,SXTN,1986,85044,0,0,0,.,0
94155N105,19970624,Waterlink Inc,WLK,1994,85078,2,1,0,.,0
88553X103,19970625,3Dfx Interactive Inc,TDFX,1994,85046,1,0,0,.,0
64352D101,19970625,New Century Financial Corp,NCEN,1995,85025,0,0,0,.,0
852381102,19970625,Staff Leasing,STFF,1993,85042,0,0,0,.,0
282491109,19970626,800-JR Cigar Inc,JRJR,1970,85016,0,0,0,.,0
46621C105,19970626,JLK Direct Distribution Inc,JLK,1970,85065,0,0,1,29411000,0
771062106,19970626,Robocom Systems Inc,RIMS,1982,85036,0,0,0,.,0
00750X109,19970627,Advanced Communication Systems,ACSC,1987,84999,0,0,0,.,0
199908104,19970627,Comfort Systems USA Inc,FIX,1947,85059,0,1,0,.,0
49380U100,19970627,Kids Stuff Inc,,-99,.,0,0,0,.,0
410768105,19970630,Hanover Compressor,HC,1990,85240,0,0,0,.,0
42805E108,19970630,Heska Corp,HSKA,1988,85187,1,0,0,.,0
720722107,19970630,Pierce Leahy Corp,PLH,1957,85249,0,1,0,.,0
808156103,19970630,Schuff Steel Co,SHUF,1976,85210,0,0,0,.,0
127914109,19970701,Cal Dive International Inc,CDIS,1975,85168,2,0,0,.,0
17111P104,19970701,ChromaVision Medical Systems,CVSN,1996,85175,1,0,0,.,0
50171810,19970701,LAI Worldwide Inc,LAIX,1967,85191,0,0,0,.,0
806683108,19970701,Schick Technologies Inc,SCHK,1992,85208,0,0,0,.,0
847635109,19970701,SpectRx Inc,SPRX,1992,85212,1,0,0,.,0
872879101,19970701,TSI International Software Ltd,TSFW,1985,85218,1,0,0,.,0
282912104,19970702,8x8 Inc,EGHT,1987,85177,0,0,0,.,1
150937100,19970702,Centennial HealthCare Corp,CTEN,1989,85174,2,1,0,.,0
19259P300,19970702,Coinstar Inc,CSTR,1991,85173,1,0,0,.,0
714006103,19970702,Peritus Software Services Inc,PTUS,1991,85203,1,0,0,.,0
89353T102,19970702,Transcend Therapeutics Inc,TSND,1992,85219,1,0,0,.,0
928369107,19970702,Vista Medical Technologies Inc,VMTI,1993,85225,1,0,0,.,0
405183104,19970703,Hagler Bailly Inc,HBIX,1980,85184,0,0,0,.,0
019892108,19970707,Allstar Systems Inc,ALLS,1983,85158,0,0,0,.,0
054603105,19970708,Axiom Inc,AXIM,1967,85162,0,0,0,.,0
439902107,19970708,HORIZON Pharmacies Inc,HZP,1992,85242,0,1,0,.,0
981500109,19970708,World of Science Inc,WOSI,1969,85227,2,0,0,.,0
879422103,19970709,Telegroup Inc,TGRP,1989,85215,0,0,0,.,0
037613106,19970710,Apollo International of Dela,AIOD,1994,85157,0,0,0,.,0
45665A108,19970710,InfoCure Corp,INC,1996,85245,0,1,0,.,0
591324108,19970710,Metals USA Inc,MUI,1996,85247,0,1,1,20782024,0
045919107,19970711,At Home Corp,ATHM,1995,85160,1,0,1,117520996,0
865580104,19970714,SulzerMedica(Gebrueder Sulzer),SM,-99,85250,0,0,0,.,0
437333107,19970715,Home Security International,HSI,1990,85241,0,0,0,.,0
063904106,19970717,Bank of the Ozarks,OZRK,1981,85198,0,0,0,.,0
139818108,19970717,Capital Beverage Corp,CBEV,-99,85167,0,0,0,.,0
51802H105,19970717,LaSalle Partners Inc,LAP,1968,85246,0,0,0,.,0
609044102,19970717,Monarch Dental Corp,MDDS,1983,85193,2,1,0,.,0
89150E100,19970717,Total Entertainment Restaurant,TENT,1989,85214,0,0,0,.,0
46221N105,19970718,Ionica Group Plc,IONCY,-99,85189,0,0,0,.,1
358430106,19970721,Friede Goldman International,FGII,1982,85180,0,0,0,.,0
22527P102,19970722,Creative Host Services Inc,CHST,-99,85170,0,0,0,.,0
M8215N109,19970722,RIT Technologies Ltd,RITT,1989,85206,0,0,0,.,0
894169101,19970722,Travel Services International,TRVL,1996,85217,2,1,0,.,0
300906104,19970723,Excelsior-Henderson Motorcycle,BIGX,1993,85163,0,0,0,.,0
46621D103,19970723,JLM Industries Inc,JLMI,1986,85190,0,0,0,.,0
G6674P109,19970723,Novel Denim Holdings Ltd,NVLD,1989,85197,0,0,0,.,0
892782103,19970723,Trailer Bridge Inc,TRBR,1991,85216,0,0,0,.,0
125891101,19970724,CMP Media Inc,CMPX,1971,85171,0,0,1,22624570,0
363547100,19970724,Galileo International,GLC,1971,85239,0,0,0,.,0
806403101,19970724,Scheid Vineyards Inc,SVIN,1972,85213,0,0,1,6400000,0
169409109,19970725,China Southern Airlines Co Ltd,ZNH,1950,85235,0,0,0,.,0
090951104,19970728,Bioreliance Corp,BREL,1947,85165,0,0,0,.,0
M4729810,19970728,Galileo Technology Inc,GALT,1993,85182,1,0,0,.,0
640933107,19970728,Net.B@NK Inc,NTBK,1997,85196,0,0,0,.,0
220406102,19970729,Corsair Communications Inc,CAIR,1994,85166,1,0,0,.,0
045920105,19970730,#NAME?,ATEN,1990,85159,2,1,0,.,0
025119108,19970730,American Champion,ACEI,1997,85408,0,0,0,.,0
055013106,19970730,Azurel Ltd,AZUR,-99,85275,0,0,0,.,0
456923101,19970730,Information Management Assocs,IMAA,1990,85188,1,0,0,.,0
924904105,19970730,Vestcom International Inc,VESC,1996,85224,0,1,0,.,0
928428200,19970730,Visual Data Corp,VDAT,1993,85223,0,0,0,.,0
211789102,19970731,Continental Natural Gas Inc,CNGL,1993,85278,0,0,0,.,0
268311107,19970731,EDAP SA,EDAP,-99,85285,0,0,0,.,0
20589R107,19970801,Concentric Network Corp,CNCX,1991,85277,1,0,0,.,1
598903102,19970801,Mike's Original Inc,,-99,.,0,0,0,.,0
406069104,19970804,Hall Kinion & Associates Inc,HAKI,1991,85292,1,0,0,.,0
675744106,19970804,Ocular Sciences Inc,OCLR,1985,85304,1,0,0,.,0
269524104,19970805,Eagle Geophysical Inc,EGEO,1993,85286,0,0,0,.,0
144577103,19970806,Carrizo Oil & Gas Inc,CRZO,1993,85280,0,0,0,.,0
705906105,19970806,Pegasus Systems Inc,PEGS,1989,85311,1,0,0,.,0
743188104,19970806,Progenitor(Internueron Pharms),PGEN,1992,85313,1,0,0,.,0
74727D108,19970806,QAD Inc,QADI,1979,85314,0,0,0,.,0
248335101,19970807,Denison International,DENHY,-99,85282,0,0,0,.,0
37956X103,19970807,GlobeComm Systems Inc,GCOM,1994,85291,1,0,0,.,0
449163302,19970807,Hyseq Inc,HYSQ,1991,85293,0,0,0,.,0
464899103,19970807,Ispat International,IST,1976,85261,0,0,1,127000000,0
000881102,19970808,A Consulting Team Inc,TACX,1983,85320,0,0,0,.,0
45766A106,19970808,Innova Corp,INVA,1989,85297,1,0,0,.,0
681974101,19970808,Omtool Ltd(ASA International),OMTL,1991,85306,1,0,0,.,0
934435207,19970808,Warner Chilcott PLC,WCRXY,1968,85326,0,0,0,.,0
205253107,19970811,Computer Motion Inc,RBOT,1989,85315,0,0,0,.,0
317823102,19970811,Fine.com Corp,FDOT,1994,85290,0,0,0,.,0
22003R101,19970812,CorporateFamily Solutions Inc,CFAM,1987,85276,1,0,0,.,0
685928103,19970812,Organic Food Products Inc,OFPI,-99,85305,0,0,0,.,0
87162H103,19970812,Syntel Inc,SYNT,1980,85319,0,0,0,.,0
68219Q106,19970813,On Stage Entertainment,ONST,1985,85307,0,0,0,.,0
85915R105,19970813,Sterigenics International Inc,STER,1978,85318,2,0,0,.,0
00760J108,19970814,Aehr Test Systems Inc,AEHR,1977,85272,1,0,0,.,0
254607104,19970814,Discas Inc,DSCS,1985,85284,0,0,0,.,0
45972C102,19970814,International Isotopes Inc,INIS,1995,85296,0,0,0,.,0
901145102,19970814,TV Azteca,TZA,-99,85267,0,0,0,.,0
894917103,19970814,Trendwest Resorts,TWRI,1989,85323,0,0,0,.,0
52728R102,19970815,LeukoSite Inc,LKST,1992,85300,1,0,0,.,0
